Country Code,Country Name,Survey Year,Survey Name,Indicator,By Variable,Characteristic Category,Characteristic Label,Value,CI High,CI Low,CI High,CI Low,CI High,CI Low,CI High,CI Low,CI High,CI Low
KE,Kenya,2003,2003 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,50.2,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,22.8,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,7.9,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,19.1,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married men who worked for cash only,,Total,Total,77.3,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,77.9,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married men who worked for cash and in-kind payment,,Total,Total,13.5,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,13.5,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married men who worked for in-kind payment only,,Total,Total,1.9,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,1.6,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married men who worked unpaid,,Total,Total,7.3,,,,,,,,,,
KE,Kenya,2003,2003 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,7,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,60.9,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,11.6,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.6,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,25.8,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married men who worked for cash only,,Total,Total,73.7,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,75.4,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married men who worked for cash and in-kind payment,,Total,Total,8.4,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,7.8,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married men who worked for in-kind payment only,,Total,Total,3.2,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,2.6,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married men who worked unpaid,,Total,Total,14.6,,,,,,,,,,
KE,Kenya,2008,2008-09 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,14.1,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,61.2,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,14.8,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,4.3,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,19.5,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married men who worked for cash only,,Total,Total,81,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,81.9,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married men who worked for cash and in-kind payment,,Total,Total,10.3,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,9.9,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married men who worked for in-kind payment only,,Total,Total,1.4,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,1.4,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married men who worked unpaid,,Total,Total,7.2,,,,,,,,,,
KE,Kenya,2014,2014 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,6.8,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,88,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,3.4,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,0.2,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,8.3,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married men who worked for cash only,,Total,Total,79.9,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,79.9,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married men who worked for cash and in-kind payment,,Total,Total,12.3,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,12.3,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married men who worked for in-kind payment only,,Total,Total,0.6,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.6,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married men who worked unpaid,,Total,Total,7.1,,,,,,,,,,
KY,Kyrgyz Republic,2012,2012 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,7.1,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,53.2,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,3.1,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,5,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,38.5,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married men who worked for cash only,,Total,Total,71.3,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,74.9,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married men who worked for cash and in-kind payment,,Total,Total,2.8,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,3.3,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married men who worked for in-kind payment only,,Total,Total,3.1,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,2.8,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married men who worked unpaid,,Total,Total,22.2,,,,,,,,,,
LS,Lesotho,2004,2004 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,18.4,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,66.6,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,2.2,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,4.1,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,27,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married men who worked for cash only,,Total,Total,58.2,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,60.4,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married men who worked for cash and in-kind payment,,Total,Total,2.5,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,2.4,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married men who worked for in-kind payment only,,Total,Total,4.7,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,5.1,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married men who worked unpaid,,Total,Total,34.6,,,,,,,,,,
LS,Lesotho,2009,2009 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,32.1,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,82.3,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,2.2,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,2,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,13.6,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married men who worked for cash only,,Total,Total,75.2,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,78.3,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married men who worked for cash and in-kind payment,,Total,Total,4.7,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,4.6,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married men who worked for in-kind payment only,,Total,Total,2.2,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,2.2,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married men who worked unpaid,,Total,Total,17.9,,,,,,,,,,
LS,Lesotho,2014,2014 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,14.9,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,27.5,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,33.7,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,3.3,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,34.8,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married men who worked for cash only,,Total,Total,47.8,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,47.8,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married men who worked for cash and in-kind payment,,Total,Total,21.7,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,21.7,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married men who worked for in-kind payment only,,Total,Total,3.8,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,3.8,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married men who worked unpaid,,Total,Total,26.4,,,,,,,,,,
LB,Liberia,2007,2007 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,26.4,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,56.6,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,11.4,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,2.3,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,29.6,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married men who worked for cash only,,Total,Total,66,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,66,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married men who worked for cash and in-kind payment,,Total,Total,12.9,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,12.9,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married men who worked for in-kind payment only,,Total,Total,0.7,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.7,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married men who worked unpaid,,Total,Total,20.4,,,,,,,,,,
LB,Liberia,2013,2013 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,20.4,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,27.1,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,34.4,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,32.6,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,5.9,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married men who worked for cash only,,Total,Total,37.6,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,37.2,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married men who worked for cash and in-kind payment,,Total,Total,38.7,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,38.6,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married men who worked for in-kind payment only,,Total,Total,22.4,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,23.3,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married men who worked unpaid,,Total,Total,1.3,,,,,,,,,,
MD,Madagascar,2004,2003-04 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,0.9,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,26.4,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,32.5,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,33.1,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,7.9,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married men who worked for cash only,,Total,Total,27.9,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,27.7,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married men who worked for cash and in-kind payment,,Total,Total,35.6,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,36.1,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married men who worked for in-kind payment only,,Total,Total,29.8,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,29.4,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married men who worked unpaid,,Total,Total,6.8,,,,,,,,,,
MD,Madagascar,2008,2008-09 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,6.8,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,32.2,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,7.1,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,2.7,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,58,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married men who worked for cash only,,Total,Total,65,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,65.6,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married men who worked for cash and in-kind payment,,Total,Total,6,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,5.9,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married men who worked for in-kind payment only,,Total,Total,4.3,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,4.3,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married men who worked unpaid,,Total,Total,24.7,,,,,,,,,,
MW,Malawi,2000,2000 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,24.2,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,22.8,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,5.8,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,2.6,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,68.7,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married men who worked for cash only,,Total,Total,53.4,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,54,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married men who worked for cash and in-kind payment,,Total,Total,7.3,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,7,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married men who worked for in-kind payment only,,Total,Total,3.4,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,3.5,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married men who worked unpaid,,Total,Total,33.9,,,,,,,,,,
MW,Malawi,2004,2004 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,33.6,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,44.8,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,10.1,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,3.2,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,41.6,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married men who worked for cash only,,Total,Total,61.3,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,61.4,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married men who worked for cash and in-kind payment,,Total,Total,7.5,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,7.7,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married men who worked for in-kind payment only,,Total,Total,1.7,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,1.8,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married men who worked unpaid,,Total,Total,29.5,,,,,,,,,,
MW,Malawi,2010,2010 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,29,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,29.7,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,7.6,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,3.5,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,59.1,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married men who worked for cash only,,Total,Total,60.3,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,60.9,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married men who worked for cash and in-kind payment,,Total,Total,10.7,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,10.6,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married men who worked for in-kind payment only,,Total,Total,2.3,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,2.1,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married men who worked unpaid,,Total,Total,26.6,,,,,,,,,,
MW,Malawi,2015,2015-16 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,26.4,,,,,,,,,,
MV,Maldives,2009,2009 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
MV,Maldives,2009,2009 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,96.4,,,,,,,,,,
MV,Maldives,2009,2009 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
MV,Maldives,2009,2009 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,0.7,,,,,,,,,,
MV,Maldives,2009,2009 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
